name # points# aabb_max # aabb_min # obb_max # obb_min # abb_vol# obb_vol # center # voxel_grid # avg_dist # bpa_mesh #  poison_mesh # poison_avg_density  # convex_hull # convex_hull_pts  
p1.ply#953#[4.63392369 5.35084545 2.93490266]#[-3.99559292 -5.26512135 -4.99509765]#[6.6957695  6.60703175 6.43031642]#[-7.74950337 -8.60234116 -8.91357619]#726.4725753594391#723.4188973165925#[-4.44650337e-11 -8.77085006e-11 -4.41386463e-15]#2#0.2697384656583089#TriangleMesh with 953 points and 1222 triangles.#TriangleMesh with 4135 points and 8114 triangles.#4.209261792862142#TriangleMesh with 44 points and 84 triangles.#[98, 546, 466, 788, 878, 353, 459, 728, 706, 467, 464, 435, 139, 140, 919, 195, 460, 853, 868, 867, 124, 121, 70, 0, 322, 287, 288, 258, 148, 186, 375, 138, 161, 629, 612, 396, 356, 267, 434, 105, 355, 193, 261, 106]#
p2.ply#1373#[4.11424497 4.10224762 2.00170534]#[-3.59245059 -4.4050766  -5.92829497]#[7.12264526 5.47803726 5.43651884]#[-5.91190051 -6.54232507 -8.19517336]#519.9174470097954#521.3788381831936#[ 3.76463240e-11  6.52875439e-11 -1.55253329e-15]#2#0.21484648936343873#TriangleMesh with 1373 points and 1027 triangles.#TriangleMesh with 4090 points and 7942 triangles.#4.456696900907531#TriangleMesh with 78 points and 152 triangles.#[1267, 1048, 1032, 985, 208, 1030, 1022, 136, 438, 16, 7, 1, 1355, 998, 959, 1061, 525, 1026, 1052, 1031, 1055, 178, 29, 1351, 926, 1007, 577, 2, 1073, 1076, 1067, 156, 1272, 1249, 1273, 1151, 1122, 1036, 1111, 1242, 1100, 1274, 1098, 1150, 778, 825, 506, 538, 1027, 1059, 597, 594, 1016, 579, 1312, 1352, 431, 946, 1060, 209, 908, 1085, 1110, 1074, 3, 578, 28, 27, 1266, 1072, 237, 1075, 1077, 1096, 1097, 1033, 1299, 1118]#
p3.ply#2067#[5.27256142 6.15045178 2.26578126]#[-5.58974326 -4.44403064 -3.74422088]#[7.77256012 8.26043892 4.48929602]#[-9.32513801 -8.21885208 -5.20291485]#691.6340272358048#748.7305078025265#[-1.93743932e-11 -6.83735852e-11 -1.16876889e-16]#2#0.234771954770568#TriangleMesh with 2067 points and 1339 triangles.#TriangleMesh with 6339 points and 12490 triangles.#4.775218498031693#TriangleMesh with 64 points and 124 triangles.#[1963, 653, 1985, 1078, 358, 1987, 10, 555, 679, 864, 1909, 1096, 648, 1126, 781, 677, 678, 157, 865, 18, 553, 1919, 1986, 1368, 1920, 1119, 1153, 1176, 1152, 1636, 1850, 2065, 126, 146, 984, 0, 682, 359, 907, 1006, 542, 1930, 1134, 1100, 641, 1102, 827, 224, 610, 1029, 1173, 1606, 1754, 1604, 530, 647, 1007, 1605, 1755, 1929, 1978, 166, 1756, 1221]#
p4.ply#2007#[5.55810574 4.65292764 2.83986891]#[-4.78955051 -4.12685751 -3.65012896]#[7.46155963 7.30044759 3.59029227]#[-7.02099307 -6.58766281 -4.00185846]#589.6175957828091#703.6812138447914#[-7.83062703e-12 -1.91415327e-11 -5.66451608e-16]#2#0.2281888876821111#TriangleMesh with 2007 points and 2024 triangles.#TriangleMesh with 5638 points and 11060 triangles.#4.755777354610858#TriangleMesh with 58 points and 112 triangles.#[180, 1956, 717, 2005, 2006, 1309, 437, 813, 1310, 669, 1593, 5, 386, 1, 1305, 1319, 2001, 1307, 1930, 1311, 15, 1957, 387, 756, 1478, 1334, 1331, 1358, 1637, 1741, 330, 1972, 411, 331, 1896, 796, 2000, 1873, 1284, 1330, 1332, 1530, 1714, 1416, 1958, 1322, 1348, 588, 1252, 1951, 1984, 1689, 1373, 1404, 1324, 1320, 555, 609]#
p5.ply#1272#[5.19255253 4.92706971 1.09265762]#[-4.51884273 -4.51360412 -2.50734467]#[7.31826308 8.10239989 2.1464591 ]#[-6.84361628 -6.29880026 -3.36578998]#330.0558242048752#305.67433148024344#[ 1.53756085e-11 -7.61458709e-11  3.12817557e-15]#2#0.19580439744715872#TriangleMesh with 1272 points and 1190 triangles.#TriangleMesh with 3835 points and 7510 triangles.#4.746226430778553#TriangleMesh with 58 points and 112 triangles.#[158, 683, 1271, 115, 1226, 1240, 645, 36, 803, 798, 807, 1225, 81, 799, 653, 531, 929, 3, 641, 474, 805, 797, 1239, 73, 756, 687, 1138, 825, 657, 747, 729, 1237, 415, 652, 95, 61, 1110, 691, 695, 383, 715, 436, 1248, 892, 492, 463, 435, 806, 793, 1256, 707, 651, 817, 1219, 984, 217, 955, 699]#
p6.ply#1424#[4.38599233 5.14160259 1.90447406]#[-4.22930308 -4.39843647 -4.02552625]#[6.83551325 8.08285689 4.51166366]#[-7.61715727 -6.8254357  -5.8655764 ]#487.38823573733#605.6227063528881#[-1.96205599e-11 -3.66250451e-11 -5.37397842e-15]#2#0.23462689859521502#TriangleMesh with 1424 points and 1321 triangles.#TriangleMesh with 4535 points and 8834 triangles.#4.598545200007227#TriangleMesh with 68 points and 132 triangles.#[1357, 410, 402, 409, 509, 414, 806, 855, 392, 377, 945, 1411, 425, 1161, 1097, 10, 553, 1326, 1227, 6, 839, 432, 441, 1331, 175, 1335, 1089, 1416, 1088, 818, 26, 822, 1083, 1096, 1094, 743, 834, 768, 697, 478, 1218, 510, 1340, 849, 846, 835, 696, 693, 68, 844, 3, 781, 730, 1336, 848, 798, 819, 713, 665, 293, 69, 832, 845, 317, 1055, 833, 335, 1343]#
p7.ply#2063#[5.53987227 4.9292836  3.41167126]#[-5.51988114 -4.88956406 -6.76832714]#[8.51776181 9.09468103 5.52172386]#[-9.71125252 -9.7684852  -9.64654802]#1105.4870913876514#1456.4735702392868#[-5.31007357e-11  7.20048234e-11 -4.62903266e-15]#2#0.235053487965006#TriangleMesh with 2063 points and 2128 triangles.#TriangleMesh with 6961 points and 13736 triangles.#4.7617795504709886#TriangleMesh with 42 points and 80 triangles.#[1244, 135, 827, 787, 718, 619, 972, 673, 405, 869, 1235, 0, 618, 1264, 527, 1245, 719, 637, 1234, 1252, 1321, 1966, 1912, 353, 772, 1725, 1355, 1012, 404, 1653, 461, 52, 2056, 1284, 1299, 1015, 400, 1300, 1320, 1448, 1691, 1690]#
p8.ply#900#[4.37933122 4.6282723  1.8208653 ]#[-4.74826277 -4.01943278 -3.30913386]#[6.57616622 6.9000656  2.07731754]#[-6.531473   -6.247704   -4.42433075]#404.92489474941834#356.38643017575026#[ 1.91438529e-11  8.07146231e-11 -6.31593543e-17]#2#0.2102503747498857#TriangleMesh with 900 points and 794 triangles.#TriangleMesh with 3258 points and 6318 triangles.#4.4479770203394855#TriangleMesh with 34 points and 64 triangles.#[769, 57, 464, 363, 858, 15, 778, 822, 361, 295, 335, 463, 303, 465, 413, 535, 750, 151, 403, 296, 273, 336, 1, 505, 473, 897, 519, 313, 751, 16, 507, 460, 752, 466]#
p9.ply#1179#[3.80405025 5.2439203  1.64303694]#[-4.59426518 -3.61106017 -6.60696306]#[5.49157632 8.61364795 4.84123123]#[-8.72915745 -6.88874397 -9.34156254]#613.5270825773478#581.8198923847435#[-2.44877013e-11 -9.43961388e-11  7.24404044e-15]#2#0.20087604472962695#TriangleMesh with 1179 points and 951 triangles.#TriangleMesh with 4252 points and 8290 triangles.#4.4668872411645815#TriangleMesh with 48 points and 92 triangles.#[51, 998, 50, 765, 55, 612, 49, 1168, 539, 1176, 920, 307, 1156, 308, 901, 106, 934, 531, 470, 766, 482, 25, 29, 832, 1065, 467, 1163, 377, 1081, 1178, 1177, 956, 505, 815, 764, 885, 481, 450, 455, 468, 835, 336, 1064, 1040, 933, 1042, 1062, 1041]#
